age,marital,address,income,inccat,ed,employ,retire,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
21,Unmarried,0,11,Under $25,High school degree,1,No,Male,1,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
21,Unmarried,2,25,$25 - $49,Some college,0,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
32,Unmarried,11,170,$75+,College degree,5,No,Male,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
36,Unmarried,12,24,Under $25,High school degree,7,No,Female,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
28,Married,7,25,$25 - $49,College degree,1,No,Female,2,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
32,Unmarried,5,19,Under $25,High school degree,3,No,Male,1,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
29,Unmarried,4,18,Under $25,Some college,1,No,Female,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
30,Married,10,56,$50 - $74,Some college,6,No,Female,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,19,88,$75+,Some college,4,No,Male,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
52,Unmarried,31,96,$75+,Some college,28,No,Male,1,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
31,Unmarried,11,19,Under $25,Did not complete high school,5,No,Female,1,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
34,Married,6,56,$50 - $74,High school degree,13,No,Male,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
45,Married,17,132,$75+,Some college,20,No,Male,2,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
57,Married,10,95,$75+,High school degree,30,No,Male,2,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
39,Unmarried,14,86,$75+,Some college,11,No,Male,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
19,Married,0,19,Under $25,High school degree,0,No,Female,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
26,Married,3,46,$25 - $49,College degree,1,No,Male,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
36,Married,15,80,$75+,Some college,13,No,Female,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
20,Unmarried,0,24,Under $25,Some college,0,No,Male,4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
46,Unmarried,7,201,$75+,High school degree,23,No,Male,1,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
43,Married,23,36,$25 - $49,High school degree,6,No,Male,2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
64,Married,42,637,$75+,College degree,40,No,Male,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
64,Unmarried,25,27,$25 - $49,High school degree,14,Yes,Female,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
45,Married,17,73,$50 - $74,Post-undergraduate degree,4,No,Female,2,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
65,Married,37,245,$75+,High school degree,28,No,Male,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
52,Unmarried,32,113,$75+,College degree,11,No,Female,1,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
39,Unmarried,7,93,$75+,Some college,14,No,Female,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
45,Unmarried,21,31,$25 - $49,Some college,10,No,Female,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
51,Unmarried,15,32,$25 - $49,Some college,2,No,Female,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
48,Unmarried,26,26,$25 - $49,Post-undergraduate degree,1,No,Female,1,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
36,Married,6,34,$25 - $49,High school degree,14,No,Female,6,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
41,Unmarried,15,70,$50 - $74,College degree,12,No,Female,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
47,Married,19,138,$75+,Did not complete high school,25,No,Female,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
55,Married,13,533,$75+,High school degree,35,No,Male,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
39,Unmarried,0,77,$75+,College degree,3,No,Male,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
52,Unmarried,20,162,$75+,Post-undergraduate degree,7,No,Female,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
57,Unmarried,4,72,$50 - $74,Some college,9,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Married,17,38,$25 - $49,Did not complete high school,10,No,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,19,59,$50 - $74,High school degree,10,No,Male,1,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
39,Married,17,94,$75+,Did not complete high school,18,No,Male,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Unmarried,10,30,$25 - $49,High school degree,3,No,Male,5,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
59,Married,4,30,$25 - $49,Did not complete high school,5,No,Male,3,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
56,Unmarried,30,47,$25 - $49,Some college,9,No,Male,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
36,Unmarried,5,175,$75+,Post-undergraduate degree,5,No,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
35,Married,2,65,$50 - $74,College degree,2,No,Male,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
26,Unmarried,5,70,$50 - $74,College degree,2,No,Male,2,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
53,Married,9,34,$25 - $49,Did not complete high school,10,No,Female,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
51,Married,1,122,$75+,Did not complete high school,19,No,Male,2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
58,Unmarried,7,127,$75+,Did not complete high school,29,No,Female,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Married,6,83,$75+,Some college,6,No,Female,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
40,Married,19,56,$50 - $74,High school degree,20,No,Female,5,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
47,Married,6,40,$25 - $49,High school degree,10,No,Male,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
43,Unmarried,8,57,$50 - $74,Did not complete high school,19,No,Male,1,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
50,Unmarried,12,103,$75+,Some college,11,No,Female,1,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
61,Unmarried,19,15,Under $25,Did not complete high school,43,Yes,Male,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
31,Unmarried,9,32,$25 - $49,Some college,3,No,Male,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
37,Married,13,62,$50 - $74,Did not complete high school,19,No,Male,4,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
37,Unmarried,3,41,$25 - $49,Post-undergraduate degree,3,No,Male,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
27,Married,4,27,$25 - $49,Some college,4,No,Male,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
49,Married,2,107,$75+,College degree,22,No,Male,5,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
24,Unmarried,2,36,$25 - $49,Some college,2,No,Male,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
56,Married,6,31,$25 - $49,Did not complete high school,1,No,Female,2,No,No,No,No,No Answer,No,No,Yes,Yes,Yes,No,No,No,No,No
25,Unmarried,0,29,$25 - $49,High school degree,2,No,Male,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
45,Unmarried,22,76,$75+,High school degree,15,No,Female,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
35,Unmarried,16,27,$25 - $49,High school degree,10,No,Female,1,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
40,Unmarried,16,64,$50 - $74,Did not complete high school,18,No,Female,2,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
49,Married,18,188,$75+,High school degree,24,No,Female,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
23,Unmarried,2,21,Under $25,College degree,0,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
29,Unmarried,9,47,$25 - $49,Post-undergraduate degree,2,No,Male,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
55,Married,20,137,$75+,Did not complete high school,36,No,Male,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Unmarried,5,57,$50 - $74,High school degree,3,No,Male,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
45,Unmarried,23,45,$25 - $49,College degree,0,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
34,Married,4,20,Under $25,Did not complete high school,5,No,Female,3,No,No,No,No,Does not know,No,No,Yes,Yes,No,No,No,No,No,No
45,Married,16,38,$25 - $49,High school degree,18,No,Male,5,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
29,Married,7,25,$25 - $49,High school degree,0,No,Male,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
44,Married,22,54,$50 - $74,Did not complete high school,20,No,Male,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
58,Married,8,30,$25 - $49,Did not complete high school,3,No,Male,2,No,Yes,No,No,No Answer,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
65,Married,38,31,$25 - $49,High school degree,17,No,Female,4,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
32,Unmarried,12,17,Under $25,College degree,1,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
61,Married,38,115,$75+,College degree,26,No,Female,3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
38,Unmarried,12,49,$25 - $49,College degree,13,No,Male,1,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Married,24,34,$25 - $49,Did not complete high school,10,No,Female,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,12,42,$25 - $49,Some college,2,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
49,Married,15,102,$75+,Did not complete high school,28,No,Male,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
51,Unmarried,18,110,$75+,Post-undergraduate degree,3,No,Male,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
68,Unmarried,28,11,Under $25,High school degree,24,Yes,Male,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
50,Married,8,49,$25 - $49,Did not complete high school,8,No,Female,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
24,Unmarried,4,16,Under $25,Did not complete high school,2,No,Female,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
47,Married,23,103,$75+,High school degree,24,No,Male,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
20,Married,0,33,$25 - $49,Some college,0,No,Male,7,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
31,Unmarried,0,45,$25 - $49,College degree,5,No,Female,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
23,Married,2,19,Under $25,High school degree,0,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
32,Married,12,40,$25 - $49,High school degree,6,No,Male,5,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
56,Married,17,40,$25 - $49,Did not complete high school,37,Yes,Male,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
19,Married,0,18,Under $25,High school degree,0,No,Female,5,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
20,Unmarried,0,18,Under $25,Some college,0,No,Male,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes
28,Married,1,31,$25 - $49,High school degree,4,No,Female,3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
40,Married,14,394,$75+,Some college,17,No,Male,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
54,Unmarried,30,95,$75+,High school degree,20,No,Male,2,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
37,Married,16,64,$50 - $74,Did not complete high school,19,No,Female,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
34,Married,13,25,$25 - $49,College degree,9,No,Female,2,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
33,Married,12,27,$25 - $49,Did not complete high school,3,No,Female,6,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
50,Unmarried,10,253,$75+,College degree,14,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
30,Married,11,59,$50 - $74,Post-undergraduate degree,3,No,Female,4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
32,Unmarried,5,16,Under $25,Did not complete high school,0,No,Female,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
54,Unmarried,21,53,$50 - $74,College degree,11,No,Female,1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Married,12,48,$25 - $49,High school degree,10,No,Female,6,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Unmarried,7,122,$75+,Some college,20,No,Male,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
36,Married,2,49,$25 - $49,Did not complete high school,6,No,Female,4,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
57,Married,4,115,$75+,Some college,32,No,Male,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
71,Married,36,11,Under $25,Did not complete high school,1,Yes,Male,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
32,Married,10,46,$25 - $49,College degree,3,No,Male,2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
59,Unmarried,1,14,Under $25,Some college,35,Yes,Female,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
39,Married,2,65,$50 - $74,Some college,14,No,Female,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
28,Unmarried,0,18,Under $25,High school degree,5,No,Male,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
52,Unmarried,7,41,$25 - $49,Did not complete high school,11,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
43,Unmarried,7,28,$25 - $49,High school degree,1,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
39,Unmarried,7,25,$25 - $49,Did not complete high school,9,No,Male,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
32,Unmarried,8,23,Under $25,College degree,5,No,Male,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
43,Unmarried,2,55,$50 - $74,Did not complete high school,9,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Unmarried,7,30,$25 - $49,High school degree,7,No,Male,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
26,Unmarried,4,22,Under $25,High school degree,6,No,Male,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
49,Unmarried,7,62,$50 - $74,Did not complete high school,14,No,Male,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,10,30,$25 - $49,Some college,2,No,Male,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
46,Married,10,90,$75+,College degree,2,No,Male,5,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
25,Married,2,30,$25 - $49,High school degree,2,No,Female,3,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
51,Married,20,31,$25 - $49,Some college,5,No,Female,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
53,Unmarried,16,79,$75+,College degree,27,No,Female,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
51,Married,1,18,Under $25,College degree,1,No,Male,5,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
28,Unmarried,5,21,Under $25,Some college,4,No,Male,1,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
51,Married,8,44,$25 - $49,Post-undergraduate degree,5,No,Female,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
37,Unmarried,3,35,$25 - $49,Some college,8,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Married,5,111,$75+,Did not complete high school,27,No,Male,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
25,Unmarried,1,16,Under $25,High school degree,4,No,Female,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
27,Married,4,40,$25 - $49,College degree,0,No,Female,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
31,Married,1,62,$50 - $74,Some college,7,No,Female,6,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
46,Married,6,201,$75+,Some college,18,No,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
56,Married,3,30,$25 - $49,Did not complete high school,0,No,Female,2,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
22,Unmarried,3,27,$25 - $49,High school degree,4,No,Male,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
45,Unmarried,4,88,$75+,Post-undergraduate degree,11,No,Female,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
54,Married,8,195,$75+,High school degree,32,No,Male,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
41,Unmarried,14,42,$25 - $49,Some college,3,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
37,Unmarried,7,50,$50 - $74,Did not complete high school,21,No,Male,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
47,Unmarried,13,187,$75+,High school degree,28,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
52,Unmarried,29,33,$25 - $49,Did not complete high school,4,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
40,Unmarried,5,68,$50 - $74,High school degree,4,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
52,Married,17,24,Under $25,Did not complete high school,6,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
47,Married,1,69,$50 - $74,Some college,8,No,Male,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
38,Married,16,30,$25 - $49,College degree,5,No,Female,4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
53,Married,8,103,$75+,High school degree,25,No,Female,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
38,Married,6,35,$25 - $49,Some college,0,No,Female,5,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
52,Married,24,90,$75+,Did not complete high school,25,No,Male,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
59,Unmarried,3,20,Under $25,Did not complete high school,1,No,Female,1,No,No,No,No,Does not know,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
23,Married,0,18,Under $25,High school degree,1,No,Male,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
67,Unmarried,34,11,Under $25,Some college,12,Yes,Female,1,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes
33,Married,4,26,$25 - $49,Some college,2,No,Male,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
45,Unmarried,9,55,$50 - $74,College degree,4,No,Male,1,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
44,Unmarried,11,51,$50 - $74,Did not complete high school,11,No,Female,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
49,Married,18,51,$50 - $74,High school degree,14,No,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
31,Married,4,18,Under $25,Did not complete high school,2,No,Female,4,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
70,Unmarried,3,29,$25 - $49,High school degree,29,Yes,Male,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
60,Unmarried,18,200,$75+,High school degree,37,No,Female,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
33,Married,1,39,$25 - $49,Some college,0,No,Female,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
21,Married,1,30,$25 - $49,Some college,0,No,Female,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
38,Unmarried,19,23,Under $25,College degree,0,No,Female,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,11,24,Under $25,Did not complete high school,8,No,Male,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
44,Unmarried,23,62,$50 - $74,High school degree,20,No,Male,1,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
47,Unmarried,18,32,$25 - $49,Did not complete high school,8,No,Female,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
49,Unmarried,17,68,$50 - $74,College degree,4,No,Male,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
56,Married,29,214,$75+,College degree,21,No,Female,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Unmarried,2,34,$25 - $49,College degree,3,No,Female,3,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
75,Unmarried,9,11,Under $25,High school degree,6,Yes,Female,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
30,Married,8,58,$50 - $74,College degree,4,No,Male,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
42,Married,0,160,$75+,College degree,16,No,Male,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
26,Married,0,47,$25 - $49,College degree,2,No,Female,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
63,Married,35,60,$50 - $74,Did not complete high school,6,No,Male,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
48,Unmarried,26,23,Under $25,High school degree,0,No,Male,1,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
35,Unmarried,0,81,$75+,Post-undergraduate degree,9,No,Male,1,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
30,Unmarried,7,41,$25 - $49,High school degree,10,No,Male,1,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,9,37,$25 - $49,Some college,23,Yes,Female,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
25,Married,6,19,Under $25,College degree,0,No,Female,4,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
22,Married,1,28,$25 - $49,Some college,0,No,Male,3,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
34,Married,12,46,$25 - $49,College degree,7,No,Female,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
43,Unmarried,4,50,$50 - $74,High school degree,12,No,Female,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
29,Unmarried,9,60,$50 - $74,Post-undergraduate degree,1,No,Female,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
